Sensor1,Sensor2,Class,,,,
67.2755527662167,8.20216756511452,0,,,,
71.0923694920911,8.43162911257908,0,,,,
68.04502186053,8.24894065080662,0,,,,
67.5795827154918,8.22068018569582,0,,,,
65.6201188660917,8.10062459728209,0,,,,
55.505630345038,7.45021008730881,0,,,,
52.961070608514,7.27743571654975,0,,,,
44.3269105623209,6.65784578991741,0,,,,
48.4187463695623,6.95835802251956,0,,,,
48.251942966061,6.94636185107434,0,,,,
50.082432049572,7.07689423755732,0,,,,
50.3264344057872,7.09411265809806,0,,,,
57.0328852505289,7.5520120001579,0,,,,
57.0328852505289,7.5520120001579,0,,,,
56.9594153762133,7.54714617429749,0,,,,
60.1830540933243,7.75777378461916,0,,,,
75.3657747256671,8.68134636595425,0,,,,
74.953318805774,8.65755847833406,0,,,,
77.8901470020439,8.82553947371173,0,,,,
87.7923686888559,9.36975819799294,0,,,,
80.1280225638946,8.95142572799968,0,,,,
83.7593278387548,9.15201222894478,0,,,,
83.9136460892983,9.16043918648545,0,,,,
86.5072251317773,9.30092603624915,0,,,,
77.756028705175,8.81793789415502,0,,,,
77.9519082511775,8.82903778739096,0,,,,
72.7847854980696,8.53139997292763,0,,,,
58.0140069293615,7.61669265031493,0,,,,
60.4731345309634,7.77644742353238,0,,,,
72.6154253585283,8.52146849777246,0,,,,
74.2773518644816,8.61843093982203,0,,,,
76.4787552199956,8.74521327470037,0,,,,
69.7208720542134,8.34990251764734,0,,,,
70.178344238091,8.37725159214471,0,,,,
70.9357103298473,8.42233401913313,0,,,,
75.9687435726036,8.71600502366787,0,,,,
72.4007941945391,8.50886562325079,0,,,,
55.0931030166209,7.42247283704163,0,,,,
53.9003710562367,7.34168720773616,0,,,,
51.1309593103826,7.15059153569707,0,,,,
53.7587202228625,7.33203383945154,0,,,,
54.069399848713,7.35318977374533,0,,,,
52.8724881200043,7.27134706364676,0,,,,
51.2847443203142,7.16133676908957,0,,,,
55.2279367711668,7.43155009208488,0,,,,
59.9176518231481,7.74064931534481,0,,,,
62.5229957695567,7.90714839683414,0,,,,
66.1371680675851,8.13247613384664,0,,,,
64.703168392282,8.04382796883934,0,,,,
70.0642562224134,8.37043942827457,0,,,,
50.6359556046887,7.11589457515277,1,,,,
47.5562824451197,6.89610632495756,1,,,,
41.2310562561766,6.42114135151817,1,,,,
36.1856325079444,6.01544948511284,1,,,,
45.1375675020265,6.71844978414117,1,,,,
48.8896717109043,6.99211496693986,1,,,,
44.1406841813763,6.64384558681012,1,,,,
54.3635907570499,7.37316694216603,1,,,,
52.0807066004293,7.21669637718183,1,,,,
62.3233503592353,7.89451394065748,1,,,,
59.4255837161067,7.70879910985535,1,,,,
62.5987220316837,7.91193541629883,1,,,,
60.5673179198155,7.78250074974718,1,,,,
61.0278624891942,7.81203318536181,1,,,,
66.1785463726728,8.13501975244515,1,,,,
71.9263512212318,8.48094046796886,1,,,,
71.6868188720911,8.46680688761065,1,,,,
70.6413476655139,8.40484072814672,1,,,,
73.8836923820135,8.59556236566366,1,,,,
57.518692613793,7.58410789834856,1,,,,
51.101859065987,7.14855643231464,1,,,,
51.786098520742,7.19625586820966,1,,,,
57.4264747307372,7.57802578055375,1,,,,
68.1087365908369,8.25280174188359,1,,,,
64.0406121145012,8.0025378546122,1,,,,
85.9325316745643,9.26998013345036,1,,,,
85.5219270129012,9.24780660550929,1,,,,
80.6337398363737,8.97962915917877,1,,,,
72.5933881286719,8.52017535785924,1,,,,
78.0986555582105,8.837344372503,1,,,,
62.003225722538,7.87421270493362,1,,,,
65.0830239002461,8.06740502889535,1,,,,
62.1353361622837,7.8825970442668,1,,,,
60.9179776420721,7.80499696617956,1,,,,
54.3599116997075,7.3729174483177,1,,,,
63.1917716162476,7.94932523024738,1,,,,
58.5576638878294,7.65229794818716,1,,,,
68.1821090902885,8.25724585381158,1,,,,
77.656937874217,8.81231739522681,1,,,,
77.9089211836488,8.82660303761582,1,,,,
66.5342017311398,8.15684998826997,1,,,,
68.07348970047,8.25066601556929,1,,,,
71.6407705151194,8.464087104651,1,,,,
64.4080740280285,8.02546410047597,1,,,,
71.6072622015393,8.46210743263989,1,,,,
70.195441447433,8.37827198457015,1,,,,
70.3221160091191,8.38582828402294,1,,,,
62.6194857851771,7.91324748666293,1,,,,
55.0309004105875,7.41828149982107,1,,,,
39.9274341775176,6.31881588412873,1,,,,
23.2292918531754,4.8196775673457,2,,,,
23.177575369309,4.81430943846665,2,,,,
35.0057138193181,5.91656266926314,2,,,,
39.8170817614752,6.31007779361516,2,,,,
56.6162520836553,7.52437718908717,2,,,,
56.1747274136689,7.49498014765008,2,,,,
62.2478915305571,7.88973329907653,2,,,,
58.4551109827019,7.6455942203796,2,,,,
58.7554252814155,7.66520875654509,2,,,,
49.1467191173531,7.01047210374259,2,,,,
45.7777238403134,6.76592372409809,2,,,,
42.6309746545865,6.52923997526408,2,,,,
46.3702490827901,6.80957040368848,2,,,,
59.2655043005626,7.69840920584003,2,,,,
58.7315928610829,7.66365401496459,2,,,,
61.264998163715,7.82719606013003,2,,,,
60.9639237582359,7.8079397896139,2,,,,
66.1392470474226,8.13260395245106,2,,,,
52.9093564504427,7.2738818006923,2,,,,
54.1202365109392,7.35664573776251,2,,,,
54.881690936049,7.40821779755759,2,,,,
54.4040439673376,7.37590970439156,2,,,,
41.8353917156276,6.46802842569724,2,,,,
48.2369153242618,6.94528007529299,2,,,,
45.6289381861993,6.754919554384,2,,,,
41.206795556073,6.41925194676709,2,,,,
43.6692111217961,6.6082683905692,2,,,,
65.8634952003005,8.1156327664761,2,,,,
72.2869282789081,8.50217197420213,2,,,,
69.5212197821644,8.33793858109811,2,,,,
69.6419413859206,8.34517473669189,2,,,,
67.8837241170518,8.23915797378906,2,,,,
46.5381563880651,6.82188803690482,2,,,,
24.6251903545942,4.96237749013456,2,,,,
40.0224936754321,6.32633335158938,2,,,,
47.9770778601615,6.92654876978149,2,,,,
47.6508132144668,6.90295684576304,2,,,,
45.9760807377053,6.78056640242579,2,,,,
53.7419761452814,7.33089190653371,2,,,,
49.4145727493419,7.02954996776763,2,,,,
49.9059114734918,7.06441161551985,2,,,,
52.3698386478324,7.23670081237524,2,,,,
52.3698386478324,7.23670081237524,2,,,,
46.477951762099,6.81747400157118,2,,,,
43.2689264946567,6.57791201633593,2,,,,
52.8791074054773,7.27180221165821,2,,,,
54.1128450554949,7.35614335474064,2,,,,
54.1590251020086,7.35928156153905,2,,,,
52.1957852704603,7.22466506285657,2,,,,
50.6537264177079,7.11714313595757,2,,,,